Name 	Notes
David	OH Exposure 
Time Stamp Local	Time Stamp UTC	TC 1 (C)	TC 2 (C)	TC 3 (C)	TC 4 (C)	TC 5 (C)	TC 6 (C)	TC 7 (C)	RHT T1 (C)	RHT T2 (C)	RH 1 (C)	RH 2 (C)	N2 (% RH)	O2 (% RH)	NOx (LPM)	VOC (LPM)	Humidifier (LPM)	PAM Downstream (LPM)	Pressure (Psia)
8/20/2013 11:30:18 AM	8/20/2013 4:30:18 PM	22.531	23.883	23.354	1372.000	1372.000	1372.000	1372.000	29.502	28.838	51.521	59.992	-0.007	0.399	0.000	0.000	23.132	23.132	0.000
8/20/2013 11:30:21 AM	8/20/2013 4:30:21 PM	22.531	23.883	23.354	1372.000	1372.000	1372.000	1372.000	29.489	28.838	51.465	59.956	-0.007	0.400	0.000	0.000	23.296	22.969	0.000
8/20/2013 11:30:23 AM	8/20/2013 4:30:23 PM	22.590	23.825	23.354	1372.000	1372.000	1372.000	1372.000	29.472	28.815	51.438	59.988	-0.005	0.399	0.000	0.000	23.459	23.785	0.000
8/20/2013 11:30:25 AM	8/20/2013 4:30:25 PM	22.590	23.883	23.354	1372.000	1372.000	1372.000	1372.000	29.482	28.815	51.478	59.969	-0.006	0.400	0.000	0.000	23.132	22.806	0.000
8/20/2013 11:30:27 AM	8/20/2013 4:30:27 PM	22.649	23.883	23.354	1372.000	1372.000	1372.000	1372.000	29.489	28.821	51.498	59.926	-0.007	0.399	0.000	0.000	23.296	23.132	0.000
8/20/2013 11:30:29 AM	8/20/2013 4:30:29 PM	22.649	23.883	23.413	1372.000	1372.000	1372.000	1372.000	29.489	28.821	51.422	59.949	-0.007	0.399	0.000	0.000	22.969	22.969	0.000
8/20/2013 11:30:32 AM	8/20/2013 4:30:32 PM	22.708	23.942	23.354	1372.000	1372.000	1372.000	1372.000	29.505	28.871	51.363	59.959	-0.008	0.400	0.000	0.000	22.969	22.969	0.000
8/20/2013 11:30:34 AM	8/20/2013 4:30:34 PM	22.649	23.942	23.354	1372.000	1372.000	1372.000	1372.000	29.482	28.844	51.274	59.939	-0.007	0.399	0.000	0.000	23.622	23.132	0.000
8/20/2013 11:30:36 AM	8/20/2013 4:30:36 PM	22.767	23.883	23.296	1372.000	1372.000	1372.000	1372.000	29.505	28.834	51.264	59.929	-0.007	0.399	0.000	0.000	23.949	22.806	0.000
8/20/2013 11:30:38 AM	8/20/2013 4:30:38 PM	22.708	23.883	23.354	1372.000	1372.000	1372.000	1372.000	29.532	28.818	51.231	59.942	-0.008	0.399	0.000	0.000	23.132	23.622	0.000
8/20/2013 11:30:40 AM	8/20/2013 4:30:40 PM	22.708	23.883	23.413	1372.000	1372.000	1372.000	1372.000	29.482	28.861	51.195	59.939	-0.007	0.399	0.000	0.000	23.622	22.969	0.000
8/20/2013 11:30:43 AM	8/20/2013 4:30:43 PM	22.767	23.883	23.413	1372.000	1372.000	1372.000	1372.000	29.518	28.854	51.198	59.900	-0.007	0.399	0.000	0.000	23.296	23.296	0.000
8/20/2013 11:30:45 AM	8/20/2013 4:30:45 PM	22.825	23.883	23.413	1372.000	1372.000	1372.000	1372.000	29.515	28.848	51.185	59.932	-0.007	0.399	0.000	0.000	23.622	23.622	0.000
8/20/2013 11:30:47 AM	8/20/2013 4:30:47 PM	22.767	23.825	23.413	1372.000	1372.000	1372.000	1372.000	29.505	28.857	51.198	59.939	-0.007	0.399	0.000	0.000	23.459	23.132	0.000
8/20/2013 11:30:49 AM	8/20/2013 4:30:49 PM	22.825	23.766	23.413	1372.000	1372.000	1372.000	1372.000	29.495	28.851	51.136	59.909	-0.007	0.400	0.000	0.000	23.785	23.132	0.000
8/20/2013 11:30:51 AM	8/20/2013 4:30:51 PM	22.825	23.766	23.413	1372.000	1372.000	1372.000	1372.000	29.505	28.867	51.152	59.909	-0.006	0.399	0.000	0.000	23.622	22.806	0.000
8/20/2013 11:30:54 AM	8/20/2013 4:30:54 PM	22.767	23.825	23.413	1372.000	1372.000	1372.000	1372.000	29.492	28.838	51.123	59.890	-0.007	0.399	0.000	0.000	22.969	23.459	0.000
8/20/2013 11:30:56 AM	8/20/2013 4:30:56 PM	22.884	23.825	23.472	1372.000	1372.000	1372.000	1372.000	29.518	28.874	51.106	59.923	-0.008	0.399	0.000	0.000	23.459	23.296	0.000
8/20/2013 11:30:58 AM	8/20/2013 4:30:58 PM	22.884	23.825	23.413	1372.000	1372.000	1372.000	1372.000	29.535	28.874	51.093	59.926	-0.007	0.399	0.000	0.000	23.622	23.296	0.000
8/20/2013 11:31:00 AM	8/20/2013 4:31:00 PM	22.884	23.825	23.413	1372.000	1372.000	1372.000	1372.000	29.518	28.877	51.113	59.916	-0.007	0.399	0.000	0.000	23.296	22.969	0.000
8/20/2013 11:31:02 AM	8/20/2013 4:31:02 PM	22.884	23.825	23.413	1372.000	1372.000	1372.000	1372.000	29.535	28.884	51.086	59.913	-0.007	0.399	0.000	0.000	23.132	23.132	0.000
8/20/2013 11:31:04 AM	8/20/2013 4:31:04 PM	22.884	23.825	23.413	1372.000	1372.000	1372.000	1372.000	29.509	28.877	51.034	59.903	-0.006	0.399	0.000	0.000	23.949	23.132	0.000
8/20/2013 11:31:06 AM	8/20/2013 4:31:06 PM	22.884	23.825	23.413	1372.000	1372.000	1372.000	1372.000	29.535	28.890	51.040	59.886	-0.007	0.399	0.000	0.000	22.969	23.459	0.000
8/20/2013 11:31:08 AM	8/20/2013 4:31:08 PM	22.943	23.766	23.413	1372.000	1372.000	1372.000	1372.000	29.538	28.903	51.054	59.926	-0.007	0.400	0.000	0.000	23.296	23.132	0.000
8/20/2013 11:31:10 AM	8/20/2013 4:31:10 PM	22.884	23.766	23.413	1372.000	1372.000	1372.000	1372.000	29.532	28.900	51.136	59.867	-0.005	0.399	0.000	0.000	23.459	22.969	0.000
8/20/2013 11:31:12 AM	8/20/2013 4:31:12 PM	22.943	23.825	23.413	1372.000	1372.000	1372.000	1372.000	29.502	28.907	51.175	59.893	-0.008	0.399	0.000	0.000	23.622	22.969	0.000
8/20/2013 11:31:15 AM	8/20/2013 4:31:15 PM	23.002	23.825	23.413	1372.000	1372.000	1372.000	1372.000	29.548	28.900	51.169	59.860	-0.007	0.399	0.000	0.000	23.296	22.642	0.000
8/20/2013 11:31:17 AM	8/20/2013 4:31:17 PM	22.884	23.825	23.413	1372.000	1372.000	1372.000	1372.000	29.525	28.913	51.211	59.893	-0.007	0.398	0.000	0.000	23.459	23.132	0.000
8/20/2013 11:31:19 AM	8/20/2013 4:31:19 PM	22.943	23.766	23.413	1372.000	1372.000	1372.000	1372.000	29.541	28.907	51.231	59.896	-0.007	0.400	0.000	0.000	23.459	23.132	0.000
8/20/2013 11:31:21 AM	8/20/2013 4:31:21 PM	23.002	23.825	23.472	1372.000	1372.000	1372.000	1372.000	29.522	28.910	51.277	59.886	-0.007	0.399	0.000	0.000	23.459	23.296	0.000
8/20/2013 11:31:23 AM	8/20/2013 4:31:23 PM	23.002	23.883	23.413	1372.000	1372.000	1372.000	1372.000	29.548	28.900	51.244	59.870	-0.007	0.400	0.000	0.000	23.459	22.969	0.000
8/20/2013 11:31:25 AM	8/20/2013 4:31:25 PM	23.002	23.883	23.413	1372.000	1372.000	1372.000	1372.000	29.538	28.926	51.287	59.880	-0.007	0.399	0.000	0.000	23.622	22.479	0.000
8/20/2013 11:31:27 AM	8/20/2013 4:31:27 PM	23.002	23.825	23.413	1372.000	1372.000	1372.000	1372.000	29.525	28.890	51.330	59.860	-0.007	0.400	0.000	0.000	23.459	22.806	0.000
8/20/2013 11:31:29 AM	8/20/2013 4:31:29 PM	23.002	23.825	23.413	1372.000	1372.000	1372.000	1372.000	29.755	29.009	51.303	59.692	-0.009	0.398	0.000	0.000	22.969	23.132	0.000
8/20/2013 11:31:32 AM	8/20/2013 4:31:32 PM	22.884	23.825	23.413	1372.000	1372.000	1372.000	1372.000	29.528	28.936	51.297	59.844	-0.006	0.400	0.000	0.000	23.132	23.132	0.000
8/20/2013 11:31:34 AM	8/20/2013 4:31:34 PM	23.002	23.825	23.472	1372.000	1372.000	1372.000	1372.000	29.545	28.946	51.274	59.824	-0.009	0.399	0.000	0.000	23.459	23.132	0.000
8/20/2013 11:31:36 AM	8/20/2013 4:31:36 PM	23.060	23.825	23.413	1372.000	1372.000	1372.000	1372.000	29.551	28.940	51.267	59.837	-0.009	0.400	0.000	0.000	23.622	23.785	0.000
8/20/2013 11:31:38 AM	8/20/2013 4:31:38 PM	23.060	23.766	23.472	1372.000	1372.000	1372.000	1372.000	29.551	28.946	51.277	59.840	-0.007	0.400	0.000	0.000	22.969	23.296	0.000
8/20/2013 11:31:40 AM	8/20/2013 4:31:40 PM	23.060	23.825	23.472	1372.000	1372.000	1372.000	1372.000	29.558	28.936	51.290	59.837	-0.007	0.399	0.000	0.000	23.459	23.132	0.000
8/20/2013 11:31:42 AM	8/20/2013 4:31:42 PM	23.060	23.825	23.472	1372.000	1372.000	1372.000	1372.000	29.561	28.936	51.297	59.827	-0.007	0.399	0.000	0.000	23.459	22.969	0.000
8/20/2013 11:31:45 AM	8/20/2013 4:31:45 PM	23.002	23.825	23.413	1372.000	1372.000	1372.000	1372.000	29.607	28.920	51.290	59.827	-0.007	0.399	0.000	0.000	22.479	23.132	0.000
8/20/2013 11:31:47 AM	8/20/2013 4:31:47 PM	23.002	23.766	23.413	1372.000	1372.000	1372.000	1372.000	29.601	28.966	51.205	59.814	-0.008	0.399	0.000	0.000	23.459	23.296	0.000
8/20/2013 11:31:49 AM	8/20/2013 4:31:49 PM	23.002	23.648	23.413	1372.000	1372.000	1372.000	1372.000	29.564	28.940	51.116	59.798	-0.005	0.400	0.000	0.000	23.622	22.969	0.000
8/20/2013 11:31:51 AM	8/20/2013 4:31:51 PM	23.002	23.531	23.413	1372.000	1372.000	1372.000	1372.000	29.581	28.949	51.044	59.804	-0.007	0.398	0.000	0.000	23.132	23.459	0.000
8/20/2013 11:31:53 AM	8/20/2013 4:31:53 PM	22.943	23.472	23.354	1372.000	1372.000	1372.000	1372.000	29.574	28.940	50.935	59.788	-0.007	0.399	0.000	0.000	23.296	23.296	0.000
8/20/2013 11:31:55 AM	8/20/2013 4:31:55 PM	22.884	23.354	23.354	1372.000	1372.000	1372.000	1372.000	29.571	28.973	50.886	59.788	-0.007	0.399	0.000	0.000	23.949	23.459	0.000
8/20/2013 11:31:58 AM	8/20/2013 4:31:58 PM	22.943	23.354	23.413	1372.000	1372.000	1372.000	1372.000	29.601	28.949	50.860	59.778	-0.007	0.400	0.000	0.000	23.132	22.806	0.000
8/20/2013 11:32:00 AM	8/20/2013 4:32:00 PM	22.884	23.119	23.354	1372.000	1372.000	1372.000	1372.000	29.584	28.949	50.790	59.771	-0.006	0.399	0.000	0.000	23.296	22.806	0.000
8/20/2013 11:32:02 AM	8/20/2013 4:32:02 PM	22.884	23.119	23.354	1372.000	1372.000	1372.000	1372.000	29.926	28.933	50.774	59.827	-0.007	0.399	0.000	0.000	22.315	22.642	0.000
8/20/2013 11:32:04 AM	8/20/2013 4:32:04 PM	22.884	23.178	23.354	1372.000	1372.000	1372.000	1372.000	29.581	28.966	50.748	59.765	-0.007	0.399	0.000	0.000	23.622	22.642	0.000
8/20/2013 11:32:06 AM	8/20/2013 4:32:06 PM	22.825	23.178	23.296	1372.000	1372.000	1372.000	1372.000	29.610	28.966	50.744	59.748	-0.007	0.399	0.000	0.000	23.459	22.969	0.000
8/20/2013 11:32:08 AM	8/20/2013 4:32:08 PM	22.708	23.178	23.237	1372.000	1372.000	1372.000	1372.000	29.630	28.973	50.771	59.761	-0.007	0.399	0.000	0.000	22.969	22.642	0.000
8/20/2013 11:32:10 AM	8/20/2013 4:32:10 PM	22.825	23.296	23.296	1372.000	1372.000	1372.000	1372.000	29.597	28.982	50.675	59.781	-0.007	0.398	0.000	0.000	23.296	23.132	0.000
8/20/2013 11:32:12 AM	8/20/2013 4:32:12 PM	22.767	23.237	23.237	1372.000	1372.000	1372.000	1372.000	29.617	28.996	50.633	59.778	-0.007	0.399	0.000	0.000	23.296	23.296	0.000
8/20/2013 11:32:14 AM	8/20/2013 4:32:14 PM	22.767	23.296	23.237	1372.000	1372.000	1372.000	1372.000	29.614	28.953	50.547	59.722	-0.007	0.400	0.000	0.000	23.622	23.132	0.000
8/20/2013 11:32:16 AM	8/20/2013 4:32:16 PM	22.708	23.296	23.237	1372.000	1372.000	1372.000	1372.000	29.614	28.976	50.508	59.738	-0.007	0.400	0.000	0.000	23.622	23.296	0.000
8/20/2013 11:32:18 AM	8/20/2013 4:32:18 PM	22.708	23.296	23.237	1372.000	1372.000	1372.000	1372.000	29.601	28.982	50.435	59.745	-0.007	0.399	0.000	0.000	23.459	23.622	0.000
8/20/2013 11:32:21 AM	8/20/2013 4:32:21 PM	22.649	23.237	23.237	1372.000	1372.000	1372.000	1372.000	29.594	28.999	50.383	59.712	-0.007	0.398	0.000	0.000	23.132	23.132	0.000
8/20/2013 11:32:23 AM	8/20/2013 4:32:23 PM	22.649	23.237	23.296	1372.000	1372.000	1372.000	1372.000	29.601	28.982	50.366	59.696	-0.007	0.399	0.000	0.000	23.949	23.785	0.000
8/20/2013 11:32:25 AM	8/20/2013 4:32:25 PM	22.590	23.237	23.178	1372.000	1372.000	1372.000	1372.000	29.610	28.996	50.363	59.706	-0.007	0.399	0.000	0.000	23.949	23.296	0.000
8/20/2013 11:32:28 AM	8/20/2013 4:32:28 PM	22.590	23.119	23.178	1372.000	1372.000	1372.000	1372.000	29.630	28.953	50.396	59.666	-0.007	0.399	0.000	0.000	23.296	22.969	0.000
8/20/2013 11:32:30 AM	8/20/2013 4:32:30 PM	22.473	23.002	23.237	1372.000	1372.000	1372.000	1372.000	29.627	28.999	50.412	59.706	-0.007	0.400	0.000	0.000	23.459	23.459	0.000
8/20/2013 11:32:32 AM	8/20/2013 4:32:32 PM	22.590	23.002	23.237	1372.000	1372.000	1372.000	1372.000	29.637	29.009	50.402	59.719	-0.006	0.400	0.000	0.000	23.622	23.132	0.000
8/20/2013 11:32:34 AM	8/20/2013 4:32:34 PM	22.531	22.884	23.237	1372.000	1372.000	1372.000	1372.000	29.650	28.969	50.432	59.702	-0.007	0.399	0.000	0.000	23.949	23.459	0.000
8/20/2013 11:32:36 AM	8/20/2013 4:32:36 PM	22.473	23.002	23.296	1372.000	1372.000	1372.000	1372.000	29.617	28.976	50.376	59.676	-0.007	0.400	0.000	0.000	23.459	22.642	0.000
8/20/2013 11:32:38 AM	8/20/2013 4:32:38 PM	22.531	23.002	23.237	1372.000	1372.000	1372.000	1372.000	29.624	28.982	50.439	59.663	-0.007	0.400	0.000	0.000	23.622	22.969	0.000
8/20/2013 11:32:40 AM	8/20/2013 4:32:40 PM	22.355	23.002	23.237	1372.000	1372.000	1372.000	1372.000	29.624	29.019	50.465	59.656	-0.008	0.400	0.000	0.000	23.459	23.622	0.000
8/20/2013 11:32:43 AM	8/20/2013 4:32:43 PM	22.414	23.119	23.237	1372.000	1372.000	1372.000	1372.000	29.624	29.015	50.445	59.689	-0.007	0.399	0.000	0.000	22.642	23.296	0.000
8/20/2013 11:32:45 AM	8/20/2013 4:32:45 PM	22.414	23.178	23.237	1372.000	1372.000	1372.000	1372.000	29.670	29.009	50.527	59.663	-0.007	0.399	0.000	0.000	23.459	22.806	0.000
8/20/2013 11:32:47 AM	8/20/2013 4:32:47 PM	22.414	23.178	23.237	1372.000	1372.000	1372.000	1372.000	29.650	28.996	50.531	59.656	-0.007	0.399	0.000	0.000	23.296	22.479	0.000
8/20/2013 11:32:49 AM	8/20/2013 4:32:49 PM	22.355	23.060	23.237	1372.000	1372.000	1372.000	1372.000	29.643	29.015	50.596	59.627	-0.008	0.400	0.000	0.000	23.132	23.459	0.000
8/20/2013 11:32:51 AM	8/20/2013 4:32:51 PM	22.238	22.767	23.237	1372.000	1372.000	1372.000	1372.000	29.670	28.989	50.606	59.610	-0.007	0.400	0.000	0.000	23.459	23.132	0.000
8/20/2013 11:32:54 AM	8/20/2013 4:32:54 PM	22.355	22.767	23.237	1372.000	1372.000	1372.000	1372.000	29.670	28.989	50.728	59.590	-0.007	0.399	0.000	0.000	23.459	23.459	0.000
8/20/2013 11:32:56 AM	8/20/2013 4:32:56 PM	22.296	22.825	23.237	1372.000	1372.000	1372.000	1372.000	29.660	28.986	50.781	59.600	-0.007	0.399	0.001	0.000	24.601	22.806	0.000
8/20/2013 11:32:58 AM	8/20/2013 4:32:58 PM	22.238	22.767	23.178	1372.000	1372.000	1372.000	1372.000	29.660	28.992	50.702	59.581	-0.007	0.399	0.000	0.000	22.969	23.296	0.000
8/20/2013 11:33:00 AM	8/20/2013 4:33:00 PM	22.238	22.825	23.178	1372.000	1372.000	1372.000	1372.000	29.689	29.005	50.708	59.577	-0.007	0.399	0.000	0.000	22.969	23.785	0.000
8/20/2013 11:33:02 AM	8/20/2013 4:33:02 PM	22.120	22.884	23.119	1372.000	1372.000	1372.000	1372.000	29.683	29.022	50.675	59.613	-0.007	0.398	0.000	0.000	23.622	23.296	0.000
8/20/2013 11:33:04 AM	8/20/2013 4:33:04 PM	22.179	22.884	23.119	1372.000	1372.000	1372.000	1372.000	29.680	29.002	50.643	59.633	-0.007	0.399	0.000	0.000	23.622	23.132	0.000
8/20/2013 11:33:07 AM	8/20/2013 4:33:07 PM	22.179	22.884	23.178	1372.000	1372.000	1372.000	1372.000	29.640	29.022	50.577	59.640	-0.007	0.399	0.000	0.000	23.132	23.296	0.000
8/20/2013 11:33:09 AM	8/20/2013 4:33:09 PM	22.179	22.943	23.119	1372.000	1372.000	1372.000	1372.000	29.693	29.042	50.541	59.640	-0.008	0.399	0.000	0.000	22.969	23.132	0.000
8/20/2013 11:33:11 AM	8/20/2013 4:33:11 PM	22.179	23.002	23.119	1372.000	1372.000	1372.000	1372.000	29.699	29.028	50.471	59.630	-0.007	0.400	0.000	0.000	23.459	23.459	0.000
8/20/2013 11:33:13 AM	8/20/2013 4:33:13 PM	22.120	23.002	23.119	1372.000	1372.000	1372.000	1372.000	29.666	29.022	50.462	59.620	-0.007	0.399	0.000	0.000	22.969	23.296	0.000
8/20/2013 11:33:15 AM	8/20/2013 4:33:15 PM	22.120	23.002	23.119	1372.000	1372.000	1372.000	1372.000	29.696	29.032	50.495	59.623	-0.007	0.400	0.000	0.000	22.969	22.969	0.000
8/20/2013 11:33:17 AM	8/20/2013 4:33:17 PM	22.120	23.002	23.119	1372.000	1372.000	1372.000	1372.000	29.686	29.019	50.504	59.620	-0.007	0.399	0.000	0.000	22.969	23.459	0.000
8/20/2013 11:33:19 AM	8/20/2013 4:33:19 PM	22.120	23.002	23.060	1372.000	1372.000	1372.000	1372.000	29.706	29.058	50.541	59.650	-0.007	0.399	0.000	0.000	23.622	23.296	0.000
8/20/2013 11:33:21 AM	8/20/2013 4:33:21 PM	22.061	23.002	23.060	1372.000	1372.000	1372.000	1372.000	29.696	29.058	50.557	59.623	-0.007	0.399	0.000	0.000	23.459	22.806	0.000
8/20/2013 11:33:23 AM	8/20/2013 4:33:23 PM	22.061	22.943	23.060	1372.000	1372.000	1372.000	1372.000	29.719	29.048	50.596	59.620	-0.008	0.399	0.000	0.000	23.296	23.949	0.000
8/20/2013 11:33:25 AM	8/20/2013 4:33:25 PM	22.061	22.884	23.060	1372.000	1372.000	1372.000	1372.000	29.689	29.028	50.583	59.696	-0.008	0.399	0.000	0.000	22.806	23.459	0.000
8/20/2013 11:33:28 AM	8/20/2013 4:33:28 PM	21.944	22.884	23.060	1372.000	1372.000	1372.000	1372.000	29.693	29.045	50.649	59.600	-0.007	0.400	0.000	0.000	23.622	23.132	0.000
8/20/2013 11:33:30 AM	8/20/2013 4:33:30 PM	22.002	22.943	23.119	1372.000	1372.000	1372.000	1372.000	29.663	29.068	50.715	59.597	-0.006	0.399	0.000	0.000	23.132	23.459	0.000
8/20/2013 11:33:32 AM	8/20/2013 4:33:32 PM	22.002	22.884	23.060	1372.000	1372.000	1372.000	1372.000	29.696	29.055	50.754	59.548	-0.007	0.400	0.000	0.000	23.132	23.785	0.000
8/20/2013 11:33:34 AM	8/20/2013 4:33:34 PM	22.002	22.825	23.119	1372.000	1372.000	1372.000	1372.000	29.689	29.065	50.751	59.567	-0.007	0.399	0.000	0.000	23.785	23.296	0.000
8/20/2013 11:33:37 AM	8/20/2013 4:33:37 PM	22.002	22.708	23.178	1372.000	1372.000	1372.000	1372.000	29.696	29.068	50.767	59.567	-0.007	0.399	0.000	0.000	23.296	23.296	0.000
8/20/2013 11:33:39 AM	8/20/2013 4:33:39 PM	22.002	22.649	23.178	1372.000	1372.000	1372.000	1372.000	29.726	29.035	50.906	59.548	-0.007	0.400	0.000	0.000	22.642	23.622	0.000
8/20/2013 11:33:41 AM	8/20/2013 4:33:41 PM	22.002	22.590	23.119	1372.000	1372.000	1372.000	1372.000	29.709	29.101	50.873	59.558	-0.007	0.399	0.000	0.000	23.622	23.622	0.000
8/20/2013 11:33:43 AM	8/20/2013 4:33:43 PM	21.944	22.649	23.178	1372.000	1372.000	1372.000	1372.000	29.712	28.986	50.820	59.449	-0.008	0.399	0.000	0.000	23.459	23.132	0.000
8/20/2013 11:33:45 AM	8/20/2013 4:33:45 PM	21.944	22.708	23.178	1372.000	1372.000	1372.000	1372.000	29.709	29.081	50.879	59.561	-0.007	0.399	0.000	0.000	22.806	22.969	0.000
8/20/2013 11:33:48 AM	8/20/2013 4:33:48 PM	21.885	22.649	23.178	1372.000	1372.000	1372.000	1372.000	29.742	29.058	50.758	59.567	-0.007	0.399	0.000	0.000	23.132	22.152	0.000
8/20/2013 11:33:50 AM	8/20/2013 4:33:50 PM	21.885	22.649	23.237	1372.000	1372.000	1372.000	1372.000	29.729	29.068	50.583	59.548	-0.007	0.399	0.000	0.000	23.459	23.622	0.000
8/20/2013 11:33:52 AM	8/20/2013 4:33:52 PM	21.885	22.531	23.178	1372.000	1372.000	1372.000	1372.000	29.696	29.058	50.554	59.538	-0.007	0.399	0.000	0.000	23.296	22.969	0.000
8/20/2013 11:33:54 AM	8/20/2013 4:33:54 PM	21.885	22.473	23.178	1372.000	1372.000	1372.000	1372.000	29.729	29.068	50.527	59.561	-0.007	0.398	0.000	0.000	23.296	22.806	0.000
8/20/2013 11:33:56 AM	8/20/2013 4:33:56 PM	21.826	22.473	23.178	1372.000	1372.000	1372.000	1372.000	29.706	29.068	50.537	59.518	-0.006	0.399	0.000	0.000	23.132	23.459	0.000
8/20/2013 11:33:58 AM	8/20/2013 4:33:58 PM	21.826	22.355	23.178	1372.000	1372.000	1372.000	1372.000	29.732	29.078	50.554	59.544	-0.007	0.400	0.000	0.000	23.459	22.969	0.000
8/20/2013 11:34:01 AM	8/20/2013 4:34:01 PM	21.885	22.414	23.178	1372.000	1372.000	1372.000	1372.000	29.712	29.068	50.475	59.551	-0.007	0.399	0.000	0.000	22.969	23.296	0.000
8/20/2013 11:34:03 AM	8/20/2013 4:34:03 PM	21.885	22.590	23.119	1372.000	1372.000	1372.000	1372.000	29.719	29.081	50.468	59.548	-0.007	0.400	0.000	0.000	22.806	23.622	0.000
8/20/2013 11:34:05 AM	8/20/2013 4:34:05 PM	21.826	22.590	23.178	1372.000	1372.000	1372.000	1372.000	29.729	29.078	50.475	59.535	-0.007	0.398	0.000	0.000	23.622	23.296	0.000
8/20/2013 11:34:07 AM	8/20/2013 4:34:07 PM	21.826	22.649	23.178	1372.000	1372.000	1372.000	1372.000	29.762	29.111	50.518	59.541	-0.005	0.400	0.000	0.000	23.296	23.622	0.000
8/20/2013 11:34:09 AM	8/20/2013 4:34:09 PM	21.885	22.590	23.178	1372.000	1372.000	1372.000	1372.000	29.716	29.097	50.564	59.521	-0.007	0.399	0.000	0.000	22.969	23.622	0.000
8/20/2013 11:34:12 AM	8/20/2013 4:34:12 PM	21.826	22.649	23.237	1372.000	1372.000	1372.000	1372.000	29.712	29.104	50.626	59.489	-0.006	0.399	0.000	0.000	23.296	23.622	0.000
8/20/2013 11:34:14 AM	8/20/2013 4:34:14 PM	21.826	22.708	23.178	1372.000	1372.000	1372.000	1372.000	29.749	29.078	50.685	59.528	-0.007	0.399	0.000	0.000	23.459	23.296	0.000
8/20/2013 11:34:16 AM	8/20/2013 4:34:16 PM	21.826	22.708	23.178	1372.000	1372.000	1372.000	1372.000	29.722	29.104	50.702	59.528	-0.006	0.400	0.000	0.000	22.969	23.459	0.000
8/20/2013 11:34:18 AM	8/20/2013 4:34:18 PM	21.885	22.708	23.178	1372.000	1372.000	1372.000	1372.000	29.699	28.871	50.804	59.561	-0.009	0.398	0.000	0.000	23.459	22.969	0.000
8/20/2013 11:34:20 AM	8/20/2013 4:34:20 PM	21.885	22.767	23.178	1372.000	1372.000	1372.000	1372.000	29.739	29.111	50.830	59.492	-0.006	0.399	0.000	0.000	22.969	23.132	0.000
8/20/2013 11:34:22 AM	8/20/2013 4:34:22 PM	21.885	22.767	23.119	1372.000	1372.000	1372.000	1372.000	29.703	29.117	50.807	59.508	-0.007	0.399	0.000	0.000	23.132	23.132	0.000
8/20/2013 11:34:24 AM	8/20/2013 4:34:24 PM	21.944	22.767	23.178	1372.000	1372.000	1372.000	1372.000	29.722	29.134	50.814	59.577	-0.007	0.399	0.000	0.000	23.132	23.459	0.000
8/20/2013 11:34:27 AM	8/20/2013 4:34:27 PM	21.885	22.767	23.178	1372.000	1372.000	1372.000	1372.000	29.739	29.120	50.863	59.541	-0.007	0.399	0.000	0.000	22.969	23.132	0.000
8/20/2013 11:34:29 AM	8/20/2013 4:34:29 PM	21.944	22.767	23.237	1372.000	1372.000	1372.000	1372.000	29.762	29.114	50.896	59.541	-0.007	0.399	0.000	0.000	23.132	23.296	0.000
8/20/2013 11:34:31 AM	8/20/2013 4:34:31 PM	21.944	22.884	23.237	1372.000	1372.000	1372.000	1372.000	29.752	29.114	50.919	59.531	-0.006	0.399	0.000	0.000	22.969	23.132	0.000
8/20/2013 11:34:33 AM	8/20/2013 4:34:33 PM	21.944	22.884	23.237	1372.000	1372.000	1372.000	1372.000	29.749	29.117	50.925	59.551	-0.007	0.400	0.000	0.000	23.296	22.806	0.000
8/20/2013 11:34:35 AM	8/20/2013 4:34:35 PM	22.002	22.884	23.237	1372.000	1372.000	1372.000	1372.000	29.765	29.134	50.935	59.558	-0.007	0.399	0.000	0.000	22.806	23.132	0.000
8/20/2013 11:34:37 AM	8/20/2013 4:34:37 PM	22.002	22.943	23.296	1372.000	1372.000	1372.000	1372.000	29.762	29.134	50.932	59.521	-0.007	0.399	0.000	0.000	23.622	23.622	0.000
8/20/2013 11:34:39 AM	8/20/2013 4:34:39 PM	22.002	23.002	23.237	1372.000	1372.000	1372.000	1372.000	29.732	29.144	50.935	59.544	-0.006	0.400	0.000	0.000	23.459	23.622	0.000
8/20/2013 11:34:42 AM	8/20/2013 4:34:42 PM	22.061	23.060	23.237	1372.000	1372.000	1372.000	1372.000	29.739	29.147	50.853	59.538	-0.007	0.398	0.000	0.000	23.459	23.459	0.000
8/20/2013 11:34:44 AM	8/20/2013 4:34:44 PM	22.061	23.060	23.296	1372.000	1372.000	1372.000	1372.000	29.752	29.137	50.794	59.521	-0.007	0.399	0.000	0.000	23.132	23.132	0.000
8/20/2013 11:34:46 AM	8/20/2013 4:34:46 PM	22.120	23.119	23.296	1372.000	1372.000	1372.000	1372.000	29.775	29.157	50.761	59.548	-0.006	0.399	0.000	0.000	23.622	22.642	0.000
8/20/2013 11:34:48 AM	8/20/2013 4:34:48 PM	22.061	23.178	23.354	1372.000	1372.000	1372.000	1372.000	29.775	29.140	50.784	59.518	-0.007	0.400	0.000	0.000	23.296	22.969	0.000
